Name,first_season,last_season,games_played,games_started,teams,num_teams,key_mlbam,key_retro,key_bbref,key_fangraphs,pitcher_cleaned
Jake Arrieta,2010,2019,252,246,['Orioles' '- - -' 'Cubs' 'Phillies'],4,453562,arrij001,arrieja01,4153,jakearrieta
Jake Buchanan,2014,2017,29,3,['Astros' 'Cubs' 'Reds'],3,594772,buchj001,buchaja01,10962,jakebuchanan
Jake Esch,2016,2017,4,3,['Marlins' 'Padres'],2,605222,eschj001,eschja01,12756,jakeesch
Jake Faria,2017,2019,49,26,['Rays' '- - -'],2,607188,farij001,fariaja01,13699,jakefaria
Jake Odorizzi,2012,2019,191,188,['Royals' 'Rays' 'Twins'],3,543606,odorj001,odorija01,6397,jakeodorizzi
Jake Peavy,2002,2016,388,377,['Padres' '- - -' 'White Sox' 'Giants'],4,408241,peavj001,peavyja01,1051,jakepeavy
Jake Thompson,2016,2018,30,18,['Phillies'],1,622097,thomj007,thompja03,14371,jakethompson
Jake Westbrook,2000,2013,315,273,['Yankees' 'Indians' '- - -' 'Cardinals'],4,150414,westj001,westbja01,412,jakewestbrook
Jake Woods,2005,2008,84,8,['Angels' 'Mariners'],2,430646,woodj002,woodsja01,2196,jakewoods
Jakob Junis,2017,2019,81,77,['Royals'],1,596001,junij001,junisja01,13619,jakobjunis
Jalen Beeks,2018,2019,47,4,['- - -' 'Rays'],2,656222,beekj001,beeksja02,17192,jalenbeeks
James Baldwin,2000,2005,128,81,['White Sox' '- - -' 'Mariners' 'Twins' 'Mets'],5,110503,baldj002,baldwja01,1064,jamesbaldwin
James Marvel,2019,2019,4,4,['Pirates'],1,621086,marvj001,marveja01,19675,jamesmarvel
James McDonald,2008,2013,131,82,['Dodgers' '- - -' 'Pirates'],3,457428,mcdoj004,mcdonja03,5523,jamesmcdonald
James Parr,2008,2009,13,5,['Braves'],1,444970,parrj004,parrja01,7734,jamesparr
James Paxton,2013,2019,131,131,['Mariners' 'Yankees'],2,572020,paxtj001,paxtoja01,11828,jamespaxton
James Russell,2010,2016,394,6,['Cubs' '- - -' 'Phillies'],3,460701,russj003,russeja02,4089,jamesrussell
James Shields,2006,2018,407,405,['Devil Rays' 'Rays' 'Royals' 'Padres' '- - -' 'White Sox'],6,448306,shiej002,shielja02,7059,jamesshields
Jameson Taillon,2016,2019,82,82,['Pirates'],1,592791,tailj001,taillja01,11674,jamesontaillon
Jamey Wright,2000,2014,627,157,"['Brewers' '- - -' 'Royals' 'Rockies' 'Giants' 'Rangers' 'Mariners'
 'Dodgers' 'Rays']",9,124604,wrigj001,wrighja01,715,jameywright
Jamie Arnold,2000,2000,14,4,['- - -'],1,150374,arnoj001,arnolja01,1000319,jamiearnold
Jamie Moyer,2000,2012,350,344,['Mariners' '- - -' 'Phillies' 'Rockies'],4,119469,moyej001,moyerja01,1091,jamiemoyer
Jared Fernandez,2001,2006,37,17,['Reds' 'Astros' 'Brewers'],3,220594,fernj002,fernaja01,324,jaredfernandez
Jaret Wright,2000,2007,152,97,['Indians' '- - -' 'Braves' 'Yankees' 'Orioles'],5,124605,wrigj002,wrighja02,415,jaretwright
Jarlin Garcia,2017,2019,150,7,['Marlins'],1,606424,garcj006,garcija04,18282,jarlingarcia
Jarred Cosart,2013,2017,74,72,['Astros' '- - -' 'Marlins' 'Padres'],4,543054,cosaj001,cosarja01,10304,jarredcosart
Jarrod Parker,2011,2013,62,62,['Diamondbacks' 'Athletics'],2,519105,parkj001,parkeja02,4913,jarrodparker
Jarrod Washburn,2000,2009,281,279,['Angels' 'Mariners' '- - -'],3,132220,washj001,washbja01,40,jarrodwashburn
Jason Bere,2000,2003,81,81,['- - -' 'Cubs' 'Indians'],3,110891,berej002,bereja01,266,jasonbere
Jason Bergmann,2005,2010,155,50,['Nationals'],1,456589,bergj001,bergmja01,4640,jasonbergmann
Jason Berken,2009,2012,110,28,['Orioles' '- - -'],2,460072,berkj001,berkeja01,5673,jasonberken
Jason Beverlin,2002,2002,7,3,['- - -'],1,407857,bevej001,beverja01,1560,jasonbeverlin
Jason Davis,2002,2008,144,56,['Indians' '- - -' 'Pirates'],3,425186,davij005,davisja02,1598,jasondavis
Jason Dickson,2000,2000,6,6,['Angels'],1,113344,dickj001,dicksja01,1003278,jasondickson
Jason Grilli,2000,2017,595,16,['Marlins' 'White Sox' 'Tigers' '- - -' 'Pirates' 'Braves'],6,276351,grilj001,grillja01,521,jasongrilli
Jason Grimsley,2000,2006,396,4,['Yankees' 'Royals' '- - -' 'Orioles' 'Diamondbacks'],5,115169,grimj001,grimsja01,602,jasongrimsley
Jason Hammel,2006,2018,377,298,['Devil Rays' 'Rays' 'Rockies' 'Orioles' '- - -' 'Cubs' 'Royals'],7,434628,hammj002,hammeja01,4538,jasonhammel
Jason Hirsh,2006,2008,32,29,['Astros' 'Rockies'],2,444865,hirsj001,hirshja01,6293,jasonhirsh
Jason Jennings,2001,2009,225,180,['Rockies' 'Astros' 'Rangers'],3,407298,jennj001,jennija01,434,jasonjennings
Jason Johnson,2000,2008,217,187,['Orioles' 'Tigers' '- - -' 'Dodgers'],4,116595,johnj007,johnsja02,147,jasonjohnson
Jason Kershner,2002,2004,89,2,['- - -' 'Blue Jays'],2,424625,kersj001,kershja01,1566,jasonkershner
Jason Lane,2014,2014,3,1,['Padres'],1,407835,lanej001,laneja01,1397,jasonlane
Jason Marquis,2000,2015,377,318,['Braves' 'Cardinals' 'Cubs' 'Rockies' 'Nationals' '- - -' 'Padres' 'Reds'],8,150302,marqj001,marquja01,105,jasonmarquis
Jason Middlebrook,2001,2003,24,8,['Padres' '- - -' 'Mets'],3,276525,middj001,middlja01,1048,jasonmiddlebrook
Jason Phillips,2002,2003,11,6,['Indians'],1,150259,philj002,phillja03,1549,jasonphillips
Jason Roach,2003,2003,2,2,['Mets'],1,429480,roacj001,roachja01,1740,jasonroach
Jason Schmidt,2000,2009,197,197,['Pirates' '- - -' 'Giants' 'Dodgers'],4,121834,schmj001,schmija01,1131,jasonschmidt
Jason Shiell,2002,2006,24,3,['Padres' 'Red Sox' 'Braves'],3,425126,shiej001,shielja01,1625,jasonshiell
Jason Simontacchi,2002,2007,96,53,['Cardinals' 'Nationals'],2,421004,simoj001,simonja01,1181,jasonsimontacchi
Jason Standridge,2001,2007,80,9,['Devil Rays' '- - -' 'Reds' 'Royals'],4,285075,stanj001,standja01,1229,jasonstandridge
Jason Stanford,2003,2007,23,12,['Indians'],1,408037,stanj002,stanfja01,1763,jasonstanford
Jason Vargas,2005,2019,298,277,['Marlins' 'Mets' 'Mariners' 'Angels' 'Royals' '- - -'],6,450306,vargj001,vargaja01,8044,jasonvargas
Jason Windsor,2006,2006,4,3,['Athletics'],1,448253,windj001,windsja01,8373,jasonwindsor
Jason Young,2003,2004,10,5,['Rockies'],1,408221,younj002,youngja01,1707,jasonyoung
Javier Vazquez,2000,2011,391,385,['Expos' 'Yankees' 'Diamondbacks' 'White Sox' 'Braves' 'Marlins'],6,134320,vazqj001,vazquja01,801,javiervazquez
Jay Buente,2010,2011,10,1,['Marlins' '- - -'],2,502055,buenj001,buentja01,9494,jaybuente
Jay Ryan,2000,2000,16,1,['Twins'],1,150042,ryanj001,ryanja04,1011340,jayryan
Jay Spurgeon,2000,2000,7,4,['Orioles'],1,335992,spurj001,spurgja01,1012369,jayspurgeon
Jay Witasick,2000,2007,346,25,['- - -' 'Giants' 'Padres' 'Athletics'],4,124482,witaj001,witasja01,1138,jaywitasick
Jayson Aquino,2016,2017,7,2,['Orioles'],1,593969,aquij001,aquinja01,13150,jaysonaquino
Jeanmar Gomez,2010,2019,315,46,['Indians' 'Pirates' 'Phillies' 'White Sox' 'Rangers'],5,491646,gomej002,gomezje01,9033,jeanmargomez
Jeff Austin,2001,2003,38,7,['Royals' 'Reds'],2,406953,austj002,austije01,587,jeffaustin
Jeff Bennett,2004,2009,179,6,['Brewers' 'Braves' '- - -'],3,430831,bennj002,benneje01,1903,jeffbennett
Jeff Brigham,2018,2019,36,4,['Marlins'],1,656257,brigj002,brighje01,16631,jeffbrigham
Jeff D'Amico,2000,2004,98,91,['Brewers' 'Mets' 'Pirates' 'Indians'],4,113026,damij001,d'amije01,871,jeffd'amico
Jeff D'Amico,2000,2000,7,1,['Royals'],1,150419,damij002,d'amije02,1002961,jeffd'amico
Jeff Fassero,2000,2006,354,48,['Red Sox' 'Cubs' '- - -' 'Cardinals' 'Giants'],5,114032,fassj001,fasseje01,279,jefffassero
Jeff Francis,2004,2015,254,217,['Rockies' 'Royals' '- - -' 'Blue Jays'],4,433585,franj003,francje01,4684,jefffrancis
Jeff Harris,2005,2006,14,8,['Mariners'],1,441266,harrj001,harrije02,7189,jeffharris
Jeff Hoffman,2016,2019,52,38,['Rockies'],1,656546,hoffj003,hoffmje02,17432,jeffhoffman
Jeff Karstens,2006,2012,138,91,['Yankees' 'Pirates'],2,444371,karsj001,karstje01,5879,jeffkarstens
Jeff Locke,2011,2017,130,117,['Pirates' 'Marlins'],2,502046,lockj001,lockeje01,2929,jefflocke
Jeff Manship,2009,2016,157,10,['Twins' 'Rockies' 'Phillies' 'Indians'],4,453249,mansj001,manshje01,6865,jeffmanship
Jeff Niemann,2008,2012,97,92,['Rays'],1,435298,niemj001,niemaje01,8591,jeffniemann
Jeff Samardzija,2008,2019,360,237,['Cubs' '- - -' 'White Sox' 'Giants'],4,502188,samaj001,samarje01,3254,jeffsamardzija
Jeff Suppan,2000,2012,360,342,['Royals' '- - -' 'Cardinals' 'Brewers' 'Padres'],5,122987,suppj001,suppaje01,633,jeffsuppan
Jeff Wallace,2000,2001,67,1,['Pirates' 'Devil Rays'],2,123862,wallj001,wallaje01,1013550,jeffwallace
Jeff Weaver,2000,2010,326,245,['Tigers' '- - -' 'Yankees' 'Dodgers' 'Mariners'],5,213711,weavj002,weaveje01,503,jeffweaver
Jeff Williams,2000,2002,32,1,['Dodgers'],1,237796,willj002,willije02,674,jeffwilliams
Jeffrey Springs,2018,2019,43,2,['Rangers'],1,605488,sprij001,sprinje01,17677,jeffreysprings
Jefry Rodriguez,2018,2019,24,16,['Nationals' 'Indians'],2,622446,rodrj005,rodrije01,17018,jefryrodriguez
Jen-Ho Tseng,2017,2018,3,2,['Cubs'],1,627500,tsenj001,tsengje01,15524,jenhotseng
Jenrry Mejia,2010,2015,113,18,['Mets'],1,516769,mejij001,mejiaje01,8476,jenrrymejia
Jerad Eickhoff,2015,2019,80,76,['Phillies'],1,595191,eickj001,eickhje01,12664,jeradeickhoff
Jered Weaver,2006,2017,331,331,['Angels' 'Padres'],2,450308,weavj003,weaveje02,4235,jeredweaver
Jeremy Affeldt,2002,2015,774,42,['Royals' '- - -' 'Rockies' 'Reds' 'Giants'],5,346793,affej001,affelje01,583,jeremyaffeldt
Jeremy Bonderman,2003,2013,225,200,['Tigers' '- - -'],2,425827,bondj001,bondeje01,1667,jeremybonderman
Jeremy Griffiths,2003,2004,10,7,['Mets' 'Astros'],2,425515,grifj001,griffje01,1731,jeremygriffiths
Jeremy Guthrie,2004,2017,306,273,['Indians' 'Orioles' '- - -' 'Royals' 'Nationals'],5,425386,guthj001,guthrje01,2072,jeremyguthrie
Jeremy Hefner,2012,2013,50,36,['Mets'],1,458550,hefnj001,hefneje01,1989,jeremyhefner
Jeremy Hellickson,2010,2019,232,224,['Rays' 'Diamondbacks' 'Phillies' '- - -' 'Nationals'],5,476451,hellj001,hellije01,4371,jeremyhellickson
Jeremy Jeffress,2010,2019,392,1,['Brewers' 'Royals' 'Blue Jays' '- - -'],4,502026,jeffj001,jeffrje01,9490,jeremyjeffress
Jeremy Powell,2000,2000,11,4,['Expos'],1,136262,powej002,powelje01,1010490,jeremypowell
Jeremy Sowers,2006,2009,72,71,['Indians'],1,460265,sowej001,sowerje01,9083,jeremysowers
Jeriome Robertson,2002,2004,51,32,['Astros' 'Indians'],2,276359,robej001,roberje02,1619,jeriomerobertson
Jerome Williams,2003,2016,236,149,['Giants' '- - -' 'Cubs' 'Nationals' 'Angels' 'Phillies' 'Cardinals'],7,425532,willj003,willije01,1137,jeromewilliams
Jerry Blevins,2007,2019,609,1,['Athletics' 'Nationals' 'Mets' 'Braves'],4,460283,blevj001,blevije01,7841,jerryblevins
Jerry Spradlin,2000,2000,58,1,['- - -'],1,122609,spraj001,spradje01,1012353,jerryspradlin
Jesse Chavez,2008,2019,463,79,['Pirates' '- - -' 'Royals' 'Athletics' 'Angels' 'Rangers'],6,445926,chavj001,chaveje01,5448,jessechavez
Jesse Foppert,2003,2005,27,23,['Giants'],1,425817,foppj001,foppeje01,1688,jessefoppert
Jesse Hahn,2014,2019,59,50,['Padres' 'Athletics' 'Royals'],3,534910,hahnj001,hahnje01,13287,jessehahn
Jesse Litsch,2007,2011,88,67,['Blue Jays'],1,446209,litsj001,litscje01,3688,jesselitsch
Jesus Sanchez,2000,2004,68,44,['Marlins' 'Cubs' 'Rockies' 'Reds'],4,133260,sancj001,sanchje01,1476,jesussanchez
Jeurys Familia,2012,2019,409,1,['Mets' '- - -'],2,544727,famij001,familje01,5114,jeurysfamilia
Jharel Cotton,2016,2017,29,29,['Athletics'],1,605194,cottj001,cottojh01,13654,jharelcotton
Jhoulys Chacin,2009,2019,255,226,['Rockies' 'Diamondbacks' '- - -' 'Padres' 'Brewers'],5,468504,chacj001,chacijh01,2608,jhoulyschacin
Jim Brower,2000,2007,345,26,['Indians' 'Reds' '- - -' 'Giants' 'Yankees'],5,150342,browj003,broweji01,313,jimbrower
Jim Johnson,2006,2018,674,2,['Orioles' '- - -' 'Braves' 'Angels'],4,462382,johnj010,johnsji04,3656,jimjohnson
Jim Parque,2000,2003,51,46,['White Sox' 'Devil Rays'],2,133220,parqj001,parquji01,250,jimparque
Jimmy Anderson,2000,2004,109,92,['Pirates' 'Reds' '- - -'],3,150247,andej002,anderji02,977,jimmyanderson
Jimmy Barthmaier,2008,2008,3,3,['Pirates'],1,444864,bartj002,barthji01,6292,jimmybarthmaier
Jimmy Gobble,2003,2009,247,43,['Royals' 'White Sox'],2,425471,gobbj001,gobblji01,1791,jimmygobble
Jimmy Haynes,2000,2004,121,118,['Brewers' 'Reds'],2,115649,haynj001,hayneji01,329,jimmyhaynes
Jimmy Nelson,2013,2019,119,107,['Brewers'],1,519076,nelsj004,nelsoji02,10547,jimmynelson
Jimmy Osting,2001,2002,6,3,['Padres' 'Brewers'],2,275701,ostij001,ostinji01,701,jimmyosting
Jimmy Serrano,2004,2004,10,5,['Royals'],1,408250,serrj001,serraji01,2491,jimmyserrano
Jimmy Yacabonis,2017,2019,55,11,['Orioles'],1,642231,yacaj001,yacabji01,15157,jimmyyacabonis
Jo-Jo Reyes,2007,2016,72,62,['Braves' '- - -' 'Angels' 'Marlins'],4,457456,reyej003,reyesjo03,5559,jojoreyes
Joakim Soria,2007,2019,710,1,['Royals' 'Rangers' '- - -' 'Athletics'],4,465657,sorij001,soriajo01,6941,joakimsoria
Joaquin Benoit,2001,2017,764,55,['Rangers' 'Rays' 'Tigers' 'Padres' '- - -'],5,276542,benoj001,benoijo01,1437,joaquinbenoit
Joba Chamberlain,2007,2016,385,43,['Yankees' 'Tigers' '- - -' 'Indians'],4,501955,chamj002,chambjo03,2692,jobachamberlain
Joe Beimel,2001,2015,675,23,['Pirates' 'Twins' 'Devil Rays' 'Dodgers' '- - -' 'Rockies' 'Mariners'],7,346847,beimj001,beimejo01,979,joebeimel
Joe Biagini,2016,2019,217,22,['Blue Jays' '- - -'],2,607352,biagj001,biagijo01,13194,joebiagini
Joe Blanton,2004,2017,427,252,['Athletics' '- - -' 'Phillies' 'Angels' 'Dodgers' 'Nationals'],6,430599,blanj001,blantjo01,4849,joeblanton
Joe Borowski,2001,2008,366,1,['Cubs' '- - -' 'Marlins' 'Indians'],4,111244,boroj001,borowjo01,267,joeborowski
Joe Dawley,2002,2004,8,2,['Braves' 'Indians'],2,425307,dawlj001,dawlejo01,1632,joedawley
Joe Kelly,2012,2019,305,79,['Cardinals' '- - -' 'Red Sox' 'Dodgers'],4,523260,kellj001,kellyjo05,9761,joekelly
Joe Kennedy,2001,2007,222,139,['Devil Rays' 'Rockies' '- - -' 'Athletics'],4,406773,kennj001,kennejo04,1217,joekennedy
Joe Martinez,2009,2013,21,6,['Giants' '- - -' 'Diamondbacks' 'Indians'],4,458155,martj004,martijo07,3935,joemartinez
Joe Mays,2000,2006,157,136,['Twins' '- - -'],2,150222,maysj001,maysjo01,740,joemays
Joe Musgrove,2016,2019,100,75,['Astros' 'Pirates'],2,605397,musgj001,musgrjo01,12970,joemusgrove
Joe Nathan,2000,2016,768,15,['Giants' 'Twins' 'Rangers' 'Tigers' '- - -'],5,150274,nathj001,nathajo01,1122,joenathan
Joe Roa,2002,2004,90,15,['Phillies' '- - -' 'Twins'],3,121258,roa-j001,roajo01,969,joeroa
Joe Ross,2015,2019,78,57,['Nationals'],1,605452,rossj002,rossjo01,12972,joeross
Joe Saunders,2005,2014,235,229,['Angels' '- - -' 'Diamondbacks' 'Mariners'],4,434578,saunj001,saundjo01,4366,joesaunders
Joe Valentine,2003,2005,42,1,['Reds'],1,407907,valej005,valenjo04,1810,joevalentine
Joe Wieland,2012,2016,12,10,['Padres' 'Dodgers' 'Mariners'],3,543921,wielj001,wielajo01,6109,joewieland
Joel Carreno,2011,2012,22,2,['Blue Jays'],1,468528,carrj002,carrejo01,2746,joelcarreno
Joel De La Cruz,2016,2016,22,9,['Braves'],1,503444,delaj003,delacjo01,12825,joeldelacruz
Joel Hanrahan,2007,2013,362,11,['Nationals' '- - -' 'Pirates' 'Red Sox'],4,430629,hanrj001,hanrajo01,2186,joelhanrahan
Joel Pineiro,2000,2011,335,263,['Mariners' '- - -' 'Cardinals' 'Angels'],4,334492,pinej001,pineijo01,1094,joelpineiro
Joey Hamilton,2000,2003,74,49,['Blue Jays' '- - -' 'Reds'],3,115383,hamij002,hamiljo02,328,joeyhamilton
Joey Lucchesi,2018,2019,56,56,['Padres'],1,664192,luccj001,lucchjo01,19320,joeylucchesi
Joey Nation,2000,2000,2,2,['Cubs'],1,349192,natij001,natiojo01,1009462,joeynation
Johan Santana,2000,2012,360,284,['Twins' 'Mets'],2,276371,santj003,santajo02,755,johansantana
John Axford,2009,2018,543,1,['Brewers' '- - -' 'Rockies' 'Athletics'],4,446099,axfoj001,axforjo01,9059,johnaxford
John Bale,2000,2009,108,12,['Blue Jays' 'Orioles' 'Reds' 'Royals'],4,150469,balej001,balejo01,864,johnbale
John Burkett,2000,2003,126,115,['Braves' 'Red Sox'],2,111734,burkj001,burkejo03,179,johnburkett
John Danks,2007,2016,247,247,['White Sox'],1,433579,dankj001,danksjo01,6329,johndanks
John Ely,2010,2012,25,19,['Dodgers'],1,518655,ely-j001,elyjo01,6132,johnely
John Ennis,2002,2007,16,2,['Braves' 'Tigers' 'Phillies'],3,407795,ennij001,ennisjo01,85,johnennis
John Gant,2016,2019,117,28,['Braves' 'Cardinals'],2,607231,gantj002,gantjo01,13684,johngant
John Gast,2013,2013,3,3,['Cardinals'],1,518713,gastj001,gastjo01,11133,johngast
John Halama,2000,2006,218,89,['Mariners' 'Athletics' 'Devil Rays' '- - -' 'Orioles'],5,134280,halaj001,halamjo01,1080,johnhalama
John Koronka,2005,2009,31,30,['Cubs' 'Rangers' 'Marlins'],3,425655,koroj001,koronjo01,2130,johnkoronka
John Lackey,2002,2017,448,446,['Angels' 'Red Sox' '- - -' 'Cardinals' 'Cubs'],5,407793,lackj001,lackejo01,1507,johnlackey
John Lamb,2015,2018,27,27,['Reds' 'Angels'],2,543424,lambj002,lambjo02,8493,johnlamb
John Lannan,2007,2014,153,148,['Nationals' 'Phillies' 'Mets'],3,458709,lannj001,lannajo01,7080,johnlannan
John Maine,2004,2013,112,105,['Orioles' 'Mets' 'Marlins'],3,429720,mainj001,mainejo01,4773,johnmaine
John Means,2018,2019,32,27,['Orioles'],1,607644,meanj001,meansjo01,16269,johnmeans
John Parrish,2000,2010,183,16,['Orioles' '- - -' 'Blue Jays' 'Royals'],4,332292,parrj003,parrijo01,160,johnparrish
John Patterson,2002,2007,88,78,['Diamondbacks' 'Expos' 'Nationals'],3,279568,pattj004,pattejo02,71,johnpatterson
John Rheinecker,2006,2007,44,20,['Rangers'],1,425850,rheij001,rheinjo01,2165,johnrheinecker
John Riedling,2000,2005,229,8,['Reds' 'Marlins'],2,150180,riedj001,riedljo01,1515,johnriedling
John Smoltz,2001,2009,367,125,['Braves' '- - -'],2,122477,smolj001,smoltjo01,115,johnsmoltz
John Snyder,2000,2000,23,23,['Brewers'],1,122511,snydj001,snydejo02,1012253,johnsnyder
John Stephens,2002,2002,12,11,['Orioles'],1,407856,stepj001,stephjo03,1569,johnstephens
John Thomson,2001,2007,149,146,['Rockies' '- - -' 'Rangers' 'Braves' 'Royals'],5,123307,thomj005,thomsjo01,453,johnthomson
John Van Benschoten,2004,2008,26,19,['Pirates'],1,429724,vanbj001,vanbejo01,2228,johnvanbenschoten
John Wasdin,2000,2007,153,27,['- - -' 'Blue Jays' 'Rangers' 'Pirates'],4,123955,wasdj001,wasdijo01,1768,johnwasdin
John Webb,2004,2005,5,1,['Devil Rays'],1,425486,webbj001,webbjo01,7230,johnwebb
Johnny Cueto,2008,2019,296,296,['Reds' '- - -' 'Giants'],3,456501,cuetj001,cuetojo01,6893,johnnycueto
Johnny Hellweg,2013,2013,8,7,['Brewers'],1,518782,hellj002,hellwjo01,10065,johnnyhellweg
Jon Duplantier,2019,2019,15,3,['Diamondbacks'],1,641541,duplj001,duplajo01,19546,jonduplantier
Jon Garland,2000,2013,365,342,['White Sox' 'Angels' '- - -' 'Padres' 'Dodgers' 'Rockies'],6,279782,garlj001,garlajo01,232,jongarland
Jon Gray,2015,2019,115,114,['Rockies'],1,592351,grayj003,grayjo02,14916,jongray
Jon Leicester,2004,2007,48,6,['Cubs' 'Orioles'],2,425484,leicj001,leicejo01,2092,jonleicester
Jon Lester,2006,2019,412,411,['Red Sox' '- - -' 'Cubs'],3,452657,lestj001,lestejo01,4930,jonlester
Jon Lieber,2000,2008,219,192,['Cubs' 'Yankees' 'Phillies'],3,117758,liebj001,liebejo01,287,jonlieber
Jon Moscot,2015,2016,8,8,['Reds'],1,621209,moscj001,moscojo01,13849,jonmoscot
Jon Niese,2008,2016,211,197,['Mets' '- - -'],2,477003,niesj001,niesejo01,4424,jonniese
Jon Rauch,2002,2013,556,11,['White Sox' '- - -' 'Nationals' 'Twins' 'Blue Jays' 'Mets' 'Marlins'],7,400010,raucj001,rauchjo01,1475,jonrauch
Jonathan Hernandez,2019,2019,9,2,['Rangers'],1,642546,hernj004,hernajo02,17464,jonathanhernandez
Jonathan Holder,2016,2019,139,2,['Yankees'],1,656547,holdj002,holdejo02,16588,jonathanholder
Jonathan Johnson,2000,2003,40,3,['Rangers' 'Padres' 'Astros'],3,150282,johnj008,johnsjo08,59,jonathanjohnson
Jonathan Loaisiga,2018,2019,24,8,['Yankees'],1,642528,loaij001,loaisjo01,19753,jonathanloaisiga
Jonathan Papelbon,2005,2016,689,3,['Red Sox' 'Phillies' '- - -' 'Nationals'],4,449097,papej001,papeljo01,5975,jonathanpapelbon
Jonathan Pettibone,2013,2014,20,20,['Phillies'],1,543643,pettj001,pettijo02,7106,jonathanpettibone
Jonathan Sanchez,2006,2013,194,137,['Giants' '- - -' 'Pirates'],3,456043,sancj002,sanchjo01,7507,jonathansanchez
Jonny Venters,2010,2019,292,1,['Braves' '- - -'],2,458924,ventj001,ventejo01,7175,jonnyventers
Jordan Lyles,2011,2019,245,143,['Astros' 'Rockies' '- - -'],3,543475,lylej001,lylesjo01,7593,jordanlyles
Jordan Montgomery,2017,2019,37,36,['Yankees'],1,656756,montj004,montgjo01,16511,jordanmontgomery
Jordan Tata,2006,2007,11,3,['Tigers'],1,450265,tataj001,tatajo01,5999,jordantata
Jordan Yamamoto,2019,2019,15,15,['Marlins'],1,657141,yamaj001,yamamjo01,17585,jordanyamamoto
Jordan Zimmermann,2009,2019,274,273,['Nationals' 'Tigers'],2,519455,zimmj003,zimmejo02,4505,jordanzimmermann
Jorge Campillo,2005,2009,52,26,['Mariners' 'Braves'],2,435658,campj002,campijo01,8686,jorgecampillo
Jorge De La Rosa,2004,2018,430,241,['Brewers' '- - -' 'Royals' 'Rockies' 'Diamondbacks'],5,407822,delaj001,rosajo01,2047,jorgedelarosa
Jorge DePaula,2003,2005,10,2,['Yankees'],1,425428,depaj002,depaujo01,1827,jorgedepaula
Jorge Lopez,2015,2019,59,27,['Brewers' '- - -' 'Royals'],3,605347,lopej004,lopezjo02,14527,jorgelopez
Jorge Sosa,2002,2010,294,90,['Devil Rays' 'Braves' '- - -' 'Mets' 'Nationals' 'Marlins'],6,407901,sosaj002,sosajo02,1228,jorgesosa
Jose Acevedo,2001,2005,104,59,['Reds' 'Rockies'],2,406895,acevj002,acevejo01,307,joseacevedo
Jose Alvarado,2017,2019,140,1,['Rays'],1,621237,alvaj004,alvarjo03,17780,josealvarado
Jose Alvarez,2013,2019,351,7,['Tigers' 'Angels' 'Phillies'],3,501625,alvaj003,alvarjo02,5358,josealvarez
Jose Berrios,2016,2019,104,103,['Twins'],1,621244,berrj001,berrijo01,14168,joseberrios
Jose Cabrera,2000,2002,157,11,['Astros' 'Braves' 'Brewers'],3,111850,cabrj001,cabrejo01,679,josecabrera
Jose Capellan,2004,2008,99,2,['Braves' 'Brewers' '- - -' 'Rockies'],4,430642,capej001,capeljo01,2236,josecapellan
Jose Contreras,2003,2013,299,175,['Yankees' '- - -' 'White Sox' 'Phillies' 'Pirates'],5,425747,contj002,contrjo01,1660,josecontreras
Jose De Leon,2016,2019,8,4,['Dodgers' 'Rays'],2,592254,delej003,deleojo03,15463,josedeleon
Jose Fernandez,2013,2016,76,76,['Marlins'],1,605228,fernj003,fernajo02,11530,josefernandez
Jose Jimenez,2000,2004,296,7,['Rockies' 'Indians'],2,150455,jimej001,jimenjo01,435,josejimenez
Jose Leclerc,2016,2019,188,3,['Rangers'],1,600917,leclj001,leclejo01,14524,joseleclerc
Jose Lima,2000,2006,171,146,['Astros' '- - -' 'Tigers' 'Royals' 'Dodgers' 'Mets'],6,117769,limaj001,limajo01,475,joselima
Jose Mercedes,2000,2003,74,51,['Orioles' 'Expos'],2,118960,mercj001,mercejo02,396,josemercedes
Jose Parra,2000,2004,35,2,['Pirates' 'Diamondbacks' 'Mets'],3,120244,parrj002,parrajo01,70,joseparra
Jose Quintana,2012,2019,250,246,['White Sox' '- - -' 'Cubs'],3,500779,quinj001,quintjo01,11423,josequintana
Jose Rijo,2001,2002,44,9,['Reds'],1,121206,rijoj001,rijojo01,349,joserijo
Jose Rodriguez,2019,2019,9,1,['Angels'],1,642578,rodrj006,rodrijo07,17860,joserodriguez
Jose Rosado,2000,2000,5,5,['Royals'],1,121443,rosaj001,rosadjo01,1011192,joserosado
Jose Ruiz,2017,2019,47,1,['Padres' 'White Sox'],2,614179,ruizj001,ruizjo01,14552,joseruiz
Jose Silva,2000,2002,89,19,['Pirates' 'Reds'],2,122231,silvj001,silvajo01,354,josesilva
Jose Suarez,2019,2019,19,15,['Angels'],1,660761,suarj001,suarejo01,19911,josesuarez
Jose Urena,2015,2019,137,93,['Marlins'],1,570632,urenj001,urenajo01,11589,joseurena
Jose Urquidy,2019,2019,9,7,['Astros'],1,664353,urquj001,urquijo01,18413,joseurquidy
Joseph Palumbo,2019,2019,7,4,['Rangers'],1,643478,paluj001,palumjo01,17035,josephpalumbo
Josh A. Smith,2015,2019,85,11,['Reds' 'Athletics' 'Red Sox'],3,595001,smitj004,smithjo07,10946,joshasmith
Josh Banks,2007,2010,27,19,['Blue Jays' 'Padres' 'Astros'],3,457468,bankj001,banksjo01,5570,joshbanks
