Name,first_season,last_season,games_played,games_started,teams,num_teams,key_mlbam,key_retro,key_bbref,key_fangraphs,pitcher_cleaned
Virgil Vasquez,2007,2009,19,10,['Tigers' 'Pirates'],2,446911,vasqv001,vasquvi01,6124,virgilvasquez
Vladimir Nunez,2000,2009,206,15,['Marlins' 'Rockies' 'Braves'],3,136727,nunev001,nunezvl01,532,vladimirnunez
Wade Davis,2009,2019,512,88,['Rays' 'Royals' 'Cubs' 'Rockies'],4,451584,daviw001,daviswa01,7441,wadedavis
Wade LeBlanc,2008,2019,234,114,['Padres' 'Marlins' '- - -' 'Pirates' 'Mariners'],5,453281,leblw001,leblawa01,5221,wadeleblanc
Wade Miley,2011,2019,249,245,['Diamondbacks' 'Red Sox' '- - -' 'Orioles' 'Brewers' 'Astros'],6,489119,milew001,mileywa01,8779,wademiley
Wade Miller,2000,2007,146,146,['Astros' 'Red Sox' 'Cubs'],3,150063,millw001,millewa04,568,wademiller
Walker Buehler,2017,2019,62,53,['Dodgers'],1,621111,buehw001,buehlwa01,19374,walkerbuehler
Walker Lockett,2018,2019,13,7,['Padres' 'Mets'],2,621141,lockw001,lockewa01,13804,walkerlockett
Walter Silva,2009,2009,6,6,['Padres'],1,477581,silvw001,silvawa01,5157,waltersilva
Wandy Rodriguez,2005,2015,275,263,['Astros' '- - -' 'Pirates' 'Rangers'],4,434643,rodrw002,rodriwa01,2586,wandyrodriguez
Warner Madrigal,2008,2009,44,1,['Rangers'],1,444127,madrw001,madriwa01,6419,warnermadrigal
Wascar Serrano,2001,2001,20,5,['Padres'],1,150444,serrw001,serrawa01,1011754,wascarserrano
Wayne Franklin,2000,2006,143,40,['Astros' 'Brewers' 'Giants' 'Yankees' 'Braves'],5,276356,franw001,frankwa01,557,waynefranklin
Wei-Yin Chen,2012,2019,219,170,['Orioles' 'Marlins'],2,612672,chenw001,chenwe02,13071,weiyinchen
Wes Obermueller,2002,2007,80,48,['Royals' 'Brewers' 'Marlins'],3,425286,oberw001,obermwe01,1637,wesobermueller
Wesley Wright,2008,2015,372,4,['Astros' '- - -' 'Cubs'],3,449079,wrigw001,wrighwe01,5960,wesleywright
Wil Ledezma,2003,2011,192,40,['Tigers' '- - -' 'Nationals' 'Pirates' 'Blue Jays'],5,425656,ledew001,ledezwi01,1669,willedezma
Wilfredo Boscan,2016,2016,6,1,['Pirates'],1,517448,boscw001,boscawi01,7655,wilfredoboscan
Will Cunnane,2000,2004,103,4,['Padres' 'Brewers' 'Cubs' 'Braves'],4,112940,cunnw001,cunnawi01,274,willcunnane
Will Smith,2012,2019,359,17,['Royals' 'Brewers' '- - -' 'Giants'],4,519293,smitw002,smithwi04,8048,willsmith
William Cuevas,2016,2018,13,1,['Red Sox' 'Tigers'],2,571035,cuevw001,cuevawi01,13331,williamcuevas
Williams Perez,2015,2016,34,31,['Braves'],1,554234,perew001,perezwi01,11592,williamsperez
Willie Blair,2000,2001,56,21,['Tigers'],1,111060,blaiw001,blairwi01,1001033,willieblair
Willie Eyre,2006,2011,111,2,['Twins' 'Rangers' 'Orioles'],3,425466,eyrew001,eyrewi01,2078,willieeyre
Willis Roberts,2001,2004,147,18,['Orioles' 'Pirates'],2,150199,robew001,roberwi01,167,willisroberts
Wilmer Font,2012,2019,75,22,['Rangers' 'Dodgers' '- - -'],3,521655,fontw001,fontwi01,5257,wilmerfont
Wilson Alvarez,2002,2005,105,39,['Devil Rays' 'Dodgers'],2,110209,alvaw001,alvarwi01,1193,wilsonalvarez
Wilton Lopez,2009,2014,292,2,['Astros' 'Rockies'],2,446641,lopew001,lopezwi01,4227,wiltonlopez
Wily Peralta,2012,2019,211,120,['Brewers' 'Royals'],2,503449,peraw001,peralwi01,7738,wilyperalta
Woody Williams,2000,2007,225,221,['Padres' '- - -' 'Cardinals' 'Astros'],4,124315,willw001,williwo02,1190,woodywilliams
Yefry Ramirez,2018,2019,30,13,['Orioles' '- - -'],2,606162,ramiy001,ramirye01,15655,yefryramirez
Yimi Garcia,2014,2019,165,1,['Dodgers'],1,554340,garcy001,garciyi01,12095,yimigarcia
Yohan Flande,2014,2016,37,20,['Rockies'],1,456071,flany001,flandyo01,5057,yohanflande
Yohan Pino,2014,2015,18,12,['Twins' 'Royals'],2,464416,pinoy001,pinoyo01,6955,yohanpino
Yohander Mendez,2016,2019,20,5,['Rangers'],1,622795,mendy001,mendeyo01,14391,yohandermendez
Yonny Chirinos,2018,2019,44,25,['Rays'],1,630023,chiry001,chiriyo01,16401,yonnychirinos
Yordano Ventura,2013,2016,94,93,['Royals'],1,570649,venty001,ventuyo01,11855,yordanoventura
Yorman Bazardo,2005,2009,25,8,['Marlins' 'Tigers' 'Astros'],3,434590,bazay001,bazaryo01,3143,yormanbazardo
Yoslan Herrera,2008,2014,25,5,['Pirates' 'Angels'],2,506648,herry001,herreyo01,7759,yoslanherrera
Yovani Gallardo,2007,2018,319,307,['Brewers' 'Rangers' 'Orioles' 'Mariners' '- - -'],5,451596,gally001,gallayo01,8173,yovanigallardo
Yu Darvish,2012,2019,170,170,['Rangers' '- - -' 'Cubs'],3,506433,darvy001,darviyu01,13074,yudarvish
Yunesky Maya,2010,2013,16,10,['Nationals'],1,493337,mayay001,mayayu01,11420,yuneskymaya
Yusei Kikuchi,2019,2019,32,32,['Mariners'],1,579328,kikuy001,kikucyu01,20633,yuseikikuchi
Yusmeiro Petit,2006,2019,411,59,['Marlins' 'Diamondbacks' 'Giants' 'Nationals' 'Angels' 'Athletics'],6,433589,petiy001,petityu01,4020,yusmeiropetit
Zac Gallen,2019,2019,15,15,['- - -'],1,668678,gallz001,galleza01,19291,zacgallen
Zac Reininger,2017,2019,53,1,['Tigers'],1,643617,reinz001,reiniza01,15285,zacreininger
Zach Davies,2015,2019,111,111,['Brewers'],1,605200,daviz001,davieza02,13183,zachdavies
Zach Day,2002,2006,86,60,['Expos' '- - -'],2,400180,day-z001,dayza01,1496,zachday
Zach Duke,2005,2019,570,169,"['Pirates' 'Diamondbacks' 'Nationals' '- - -' 'Brewers' 'White Sox'
 'Cardinals' 'Reds']",8,435043,dukez001,dukeza01,3840,zachduke
Zach Eflin,2016,2019,78,74,['Phillies'],1,621107,efliz001,eflinza01,13774,zacheflin
Zach Jackson,2006,2009,22,17,['Brewers' '- - -' 'Indians'],3,435638,jackz001,jacksza01,8356,zachjackson
Zach Kroenke,2010,2011,7,1,['Diamondbacks'],1,476127,kroez001,kroenza01,4383,zachkroenke
Zach Lee,2015,2017,4,2,['Dodgers' 'Padres'],2,545346,lee-z001,leeza01,11468,zachlee
Zach McAllister,2011,2018,280,68,['Indians' '- - -'],2,502083,mcalz001,mcallza01,2895,zachmcallister
Zach Miner,2006,2013,173,38,['Tigers' 'Phillies'],2,435261,minez001,minerza01,3193,zachminer
Zach Neal,2016,2018,31,6,['Athletics' 'Dodgers'],2,594943,nealz001,nealza01,11294,zachneal
Zach Plesac,2019,2019,21,21,['Indians'],1,668676,plesz001,plesaza01,19979,zachplesac
Zach Stewart,2011,2012,33,14,['- - -'],1,543819,stewz001,stewaza01,7397,zachstewart
Zack Britton,2011,2019,397,46,['Orioles' '- - -' 'Yankees'],3,502154,britz001,brittza01,3240,zackbritton
Zack Godley,2015,2019,128,81,['Diamondbacks' '- - -'],2,643327,godlz001,godleza01,14862,zackgodley
Zack Greinke,2004,2019,488,447,['Royals' 'Brewers' '- - -' 'Dodgers' 'Diamondbacks'],5,425844,greiz001,greinza01,1943,zackgreinke
Zack Littell,2018,2019,37,2,['Twins'],1,641793,littz001,litteza01,15823,zacklittell
Zack Segovia,2007,2009,9,1,['Phillies' 'Nationals'],2,434564,segoz001,segovza01,8742,zacksegovia
Zack Wheeler,2013,2019,126,126,['Mets'],1,554430,wheez001,wheelza01,10310,zackwheeler
Zeke Spruill,2013,2014,12,3,['Diamondbacks'],1,543809,spruz001,spruize01,3873,zekespruill
